ID,Categoría,Subcategoría,Palabras Clave (Para el bot),Respuesta Verificada (Lenguaje sencillo para el chat),Disclaimer Obligatorio (¡Crítico!),Paginas,Documento,Enlace
ANMI-0093,Prevención (Gestantes),Hitos (Semana 25-28) (Hemoglobina),"semana, control, 25, segundo, trimestre, 28, hito","""🛡️ Alrededor de las semanas 25 a 28 (en el segundo trimestre), te volverán a hacer un control de *hemoglobina*. Es importante para ver si la prevención está funcionando o si necesitas ajustar tu dosis de *hierro*.""","""No faltes a este control. Es un chequeo clave a mitad del embarazo.""",17,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0094,Prevención (Bebés),Hitos (18 meses) (Hemoglobina),"18, control, meses, medio, descarte, ano","""🛡️ Al año y medio (18 meses), tu bebé tendrá otro control de *hemoglobina* importante. Esto sirve para verificar cómo están sus reservas de *hierro* después de haber terminado su primer ciclo de suplementación.""","""Los controles de anemia no terminan a los 6 meses. Sigue llevándolo a su CRED.""",11,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0095,Prevención (Bebés),Hitos (24 y 35 meses),"anos, 2, control, suplementacion, 3, 24, 35, meses","""🛡️ La prevención continúa. A los niños de 24 a 35 meses (2 años) se les da *suplementación preventiva* por 6 meses. A los de 36 a 59 meses (3 y 4 años) se les da por 3 meses.""","""La anemia puede ocurrir en cualquier momento de la infancia, por eso los controles continúan.""",13,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0096,Prevención (General),Enfoque: Doble Carga,"sobrepeso, desnutricion, carga, obesidad, doble, anemia","""🛡️ Es importante saber que un niño puede tener 'doble carga': sobrepeso (por exceso de calorías vacías como gaseosas o snacks) y, al mismo tiempo, *anemia* (por falta de *hierro* y nutrientes).""","""Una alimentación saludable previene ambas cosas: evita la comida chatarra y promueve la comida rica en hierro.""",34,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0097,Alimentación (Bebés 6-8m),Inicio de Papillas,"comida, bebe, complementaria, primera, inicio, alimentacion, come, 6, meses","""🥗 A los 6 meses, tu bebé está listo para empezar la '*alimentación complementaria*'. Esto significa que, además de su *leche materna*, empezará a comer alimentos en forma de papillas, purés o mazamorras que sean bien espesas.""","""Recuerda que esta información es una guía general. La consistencia y los alimentos exactos deben ser consultados con el personal de salud en su control CRED.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0098,Alimentación (Bebés 6-8m),Cantidad de Comida,"comida, bebe, plato, cuanta, papilla, cantidad, 6, meses","""🥗 Debes empezar de a pocos e ir aumentando la cantidad según su apetito. El objetivo es llegar a darle 2 comidas espesas al día. En su plato, debe haber 2 cucharadas de un alimento de origen animal rico en *hierro*.""","""Cada bebé es diferente. No lo fuerces si ya no desea comer. Consulta en tu centro de salud sobre las cantidades adecuadas para él.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0099,Alimentación (Bebés 6-8m),Importancia del Hierro,"comida, darle, importancia, 6, meses, hierro","""🥗 La *leche materna* es perfecta, pero a los 6 meses el bebé ha crecido tanto que necesita un 'refuerzo' de hierro que la leche sola ya no puede cubrir. Por eso, su nueva comida DEBE tener alimentos con mucho hierro (hígado, *sangrecita*) para proteger su cerebro.""","""Esta información es educativa. Sigue las indicaciones del personal de salud de tu centro de salud.""",21,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0100,Alimentación (Bebés 6-8m),Consistencia Correcta,"espesor, consistencia, papilla, pure, comida","""🥗 La consistencia de la comida debe ser espesa, como un puré o una mazamorra. No debe ser muy líquida o como una sopa, porque si no, no se llena con los nutrientes que necesita, solo con agua.""","""La comida espesa le da más energía y nutrientes en cada cucharada. Consulta en tu centro de salud cómo prepararla.""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0101,Alimentación (Bebés 6-8m),Alimentos Prohibidos,"bebe, prohibidos, gaseosa, 6, alimentos, meses, comer","""🥗 A esta edad, debes evitar darle gaseosas, jugos envasados, galletas, snacks y otros alimentos procesados. Tienen mucha azúcar, sal y grasas que no lo nutren y pueden ponerlo en riesgo de malnutrición.""","""Esta es una recomendación general de salud. Para una guía específica, consulta con un profesional.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0102,Alimentación (Bebés 6-8m),Leche de Vaca,"leche, bebe, evaporada, tarro, vaca","""🥗 ¡Cuidado! No se recomienda dar leche de vaca (ni la fresca ni la evaporada) como bebida principal a niños menores de 1 año. La leche de vaca tiene muy poco *hierro* y puede causar problemas que aumentan el riesgo de *anemia*.""","""La mejor leche para tu bebé es la leche materna. Consulta con tu pediatra sobre este tema.""",21,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0103,Alimentación (Bebés 6-8m),Sopas,"bebe, sopita, semola, sopa, caldo, pollo, darle","""🥗 Las sopas o caldos no son recomendables como comida principal para tu bebé. Tienen mucha agua y muy pocos nutrientes. El bebé 'llena su pancita' de líquido, pero no de la energía y el *hierro* que necesita para crecer.""","""Es mejor darle papillas o purés espesos, que tienen más alimento en cada cucharada.""",19,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0104,Alimentación (Bebés 6-8m),Verduras,"bebe, zanahoria, zapallo, papilla, verduras, 6, meses","""🥗 Las verduras son importantes. Puedes incluir en sus papillas frutas y verduras de color anaranjado y amarillo (como zapallo o zanahoria) y hojas de color verde oscuro (como espinaca o acelga), ya que son ricas en vitaminas.""","""Recuerda que la base de su comida deben ser las 2 cucharadas de alimento rico en hierro (hígado, sangrecita, etc.).""",2,Recetas-nutritivas-ricas-en-hierro.pdf,
ANMI-0105,Alimentación (Bebés 9-11m),Nueva Consistencia,"meses, picados, 10, 9, alimentos, comida, bebe","""🥗 ¡Tu bebé sigue creciendo! A partir de los 9 meses, ya puedes empezar a darle alimentos picados o en trozos pequeños. Esto le ayuda a practicar la masticación y a acostumbrarse a nuevas texturas.""","""Acompaña siempre a tu bebé mientras come para evitar atoros y supervisar su alimentación.""",15,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0106,Alimentación (Bebés 9-11m),Cantidad de Hierro,"9, meses, picado, cantidad, higado, cuanto, sangrecita, comida","""🥗 A esta edad, debes aumentar la cantidad. La recomendación es incluir 2 cucharadas colmadas de alimentos ricos en hierro (*hígado*, *sangrecita*, bazo) en sus comidas diarias, ya sea picado o en trocitos.""","""Esta es una guía general. Sigue las indicaciones que te den en tu control CRED.""",22,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0107,Alimentación (Bebés 9-11m),Frecuencia de Comidas,"meses, veces, 10, horario, 9, come, comida, bebe","""🥗 A esta edad, tu bebé debe tener sus 3 comidas principales (desayuno, almuerzo y cena) además de su *leche materna*. Si le das de lactar, hazlo después de las comidas, no antes, para que tenga apetito.""","""Esta información es educativa y no reemplaza la consulta con un profesional de la salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0108,Alimentación (Bebés 12-23m),Comida Familiar,"comida, 12, olla, ano, 1, come, meses, bebe","""🥗 ¡Tu bebé ya está grande! A partir del año (12 meses), ya puede comer los 'segundos' de la olla familiar. Solo asegúrate de separar su porción antes de añadir ají o condimentos fuertes. La comida debe ser picada.""","""Integrarlo a la comida familiar le ayuda a crear buenos hábitos. ¡Recuerda cocinar bajo en sal!""",34,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0109,Alimentación (Bebés 12-23m),Cantidad de Hierro,"ano, 1, 18, cantidad, higado, cuanto, meses, comida, bebe, hierro","""🥗 A esta edad, la cantidad de alimento rico en hierro también aumenta. La recomendación es que reciba 3 cucharadas colmadas de alimentos de origen animal (*hígado*, *sangrecita*, bazo, pescado) en sus comidas diarias.""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0110,Alimentación (Bebés 12-23m),Frecuencia de Comidas,"20, veces, horario, anos, nino, 2, come, meses, comida","""🥗 A esta edad, el niño debe tener sus 3 comidas principales (desayuno, almuerzo, cena) y puedes añadir dos refrigerios saludables (como fruta picada, yogurt, etc.) a media mañana y media tarde.""","""Sigue siempre las indicaciones de tu centro de salud sobre la alimentación de tu niño.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0111,Alimentación (Gestantes),Importancia,"dieta, embarazada, importancia, gestante, embarazo, comer, comida","""🥗 Comer saludable durante el embarazo es fundamental. Los nutrientes que comes ayudan al buen crecimiento de tu bebé. Además, te dan la energía que necesitas y te ayudan a prevenir la *anemia*.""","""Esta información es educativa. Sigue siempre el plan de alimentación y suplementación que te indique tu obstetra.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0112,Alimentación (Gestantes),Frecuencia y Cantidad,"comer, adicional, dos, racion, veces, embarazada, gestante","""🥗 No se trata de 'comer por dos', sino de comer mejor. Debes comer tus 3 comidas principales (desayuno, almuerzo y cena) más un refrigerio saludable a media mañana o media tarde. Esta ración adicional cubre la energía extra que necesitas.""","""Recuerda que esta información no reemplaza la consulta con un profesional de la salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0113,Alimentación (Gestantes),Cantidad de Hierro,"embarazada, porcion, racion, higado, cuanto, sangrecita, gestante, comer, hierro","""🥗 Si estás gestando, la recomendación es consumir diariamente 5 cucharadas (o un filete del tamaño de la palma de tu mano) de alimentos ricos en hierro, como *sangrecita*, *hígado*, bazo, bofe o carnes rojas.""","""La comida es un pilar, pero no reemplaza tus suplementos. Debes tomar también tus pastillas de hierro y ácido fólico.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0114,Alimentación (Gestantes),Alimentos Clave,"buenos, estoy, dieta, embarazada, alimentos, gestante, embarazo, comer","""🥗 Tu dieta debe ser variada. Incluye alimentos ricos en *hierro* (*sangrecita*, carnes), muchas frutas y verduras (especialmente las de color verde oscuro, amarillo y anaranjado), y lácteos (leche, yogurt, queso bajo en sal).""","""Una buena alimentación te protege a ti y a tu bebé. Sigue las indicaciones de tu centro de salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0115,Alimentación (Gestantes),Lácteos (Calcio),"queso, calcio, embarazada, leche, gestante, embarazo, comer","""🥗 El calcio es muy importante para la formación de los huesos y dientes de tu bebé. Puedes encontrarlo en la leche, yogurt natural y quesos bajos en grasa y sal. Si no consumes suficiente calcio, tu bebé lo tomará de tus reservas.""","""Tu obstetra también te indicará si necesitas un suplemento de calcio adicional.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0116,Alimentación (Gestantes),Menestras,"menestras, lentejas, embarazada, embarazo, comer","""🥗 ¡Sí! Las menestras (lentejas, frijoles, habas, garbanzos) son muy saludables. Te dan energía, proteínas vegetales y fibra, que ayuda mucho a evitar el estreñimiento, algo común en el embarazo.""","""Acompaña tus menestras con una limonada o ensalada de tomate para que el cuerpo absorba mejor su hierro.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0117,Alimentación (Gestantes),Agua,"tomar, hidratacion, cuanta, agua, gaseosa, embarazada, gestante, embarazo","""🥗 Debes mantenerte bien hidratada, tomando de 6 a 8 vasos de *agua segura* al día. Es mejor tomar agua hervida o infusiones sin azúcar. Evita las gaseosas y jugos envasados porque tienen demasiada azúcar.""","""Una buena hidratación es clave para tu salud y la de tu bebé.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0118,Alimentación (Gestantes),Formas de Cocción,"frituras, sana, cocinar, estoy, evitar, embarazada, embarazo, comida","""🥗 Prefiere comidas sancochadas, guisadas, a la plancha, al vapor o al horno. Trata de disminuir las frituras, ya que añaden muchas grasas que no son necesarias.""","""Esta información es educativa y no reemplaza la consulta con un profesional de la salud.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0119,Alimentación (Madre Lactante),Frecuencia y Cantidad,"raciones, madre, lactante, puerperio, lactar, postparto, dieta, alimentacion, comer","""🥗 Si estás dando de lactar (puerperio), tu cuerpo necesita aún más energía para producir leche. Se recomienda que consumas tus 3 comidas principales más dos raciones adicionales saludables (a media mañana y media tarde).""","""Comer bien en esta etapa te ayuda a mantenerte saludable y a tener una buena producción de leche materna.""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0120,Alimentos (Hierro Animal),Tipos de Hierro,"hierro, hem, tipos, animal, vegetal, diferencia","""🥗 Hay dos tipos de hierro en la comida. El Hierro Hemínico (Hem), que está en los alimentos de origen animal (*sangrecita*, *hígado*, carnes). Este es el MEJOR, porque el cuerpo lo absorbe muy fácil. El Hierro No Hemínico (No Hem) está en los vegetales (lentejas, espinaca). Este es más difícil de absorber.""","""Por eso, para prevenir la anemia, la comida más poderosa es la de origen animal.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0121,Alimentos (Hierro Animal),Sangrecita (Importancia),"sangrecita, buena, pollo, hierro","""🥗 ¡La *sangrecita* es el alimento campeón contra la *anemia*! Tiene una cantidad altísima de hierro 'hem', que se absorbe muy bien. Dos cucharadas (30g) de sangrecita cocida aportan 8.9 mg de hierro, ¡es muchísimo!.""","""Puedes prepararla en papillas, purés, tortillas o incluso en postres. Pregunta en tu centro de salud por recetas.""",112,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0122,Alimentos (Hierro Animal),Sangrecita (Preparación),"sangrecita, cocino, preparar, receta, bebe","""🥗 Es sencillo:
*1.* Lávala bien.
*2.* Cocínala en una olla con agua hirviendo. Puedes añadir orégano (si es para comida salada) o canela y clavo (si es para postre).
*3.* Una vez cocida (tendrá una textura sólida), escúrrela y pícala bien chiquito, rállala o aplástala.""","""Lávate siempre las manos y usa utensilios limpios para prepararla.""",15,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0123,Alimentos (Hierro Animal),Hígado (Importancia),"higado, pollo, bueno, hierro","""🥗 El *hígado* (especialmente el de pollo) es otro superalimento contra la *anemia*. Es muy rico en hierro 'hem' que se absorbe fácil y también tiene mucha Vitamina A. Es ideal para las papillas de tu bebé.""","""Dos cucharadas (30g) de hígado de pollo cocido aportan 2.6 mg de hierro.""",24,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0124,Alimentos (Hierro Animal),Bazo (Importancia),"bazo, res, bueno, hierro","""🥗 El *bazo* de res es excelente, ¡casi tan poderoso como la *sangrecita*! Es muy rico en hierro 'hem' y ayuda a prevenir y combatir la anemia. Dos cucharadas (30g) de bazo cocido aportan 8.6 mg de hierro.""","""El bazo es una gran opción para variar las comidas de tu bebé.""",16,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0125,Alimentos (Hierro Animal),Bazo (Preparación),"bazo, cocino, preparar, receta, bebe","""🥗 Para preparar el bazo:
*1.* Lávalo y córtalo por la mitad.
*2.* Con una cuchara, raspa toda la pulpa (lo de adentro) y desecha la piel o 'bolsa' que lo cubre.
*3.* Esa pulpa es la que debes cocinar a fuego lento en una olla.
*4.* Una vez cocida, puedes mezclarla en sus purés o papillas.""","""Asegúrate de cocinar bien la pulpa. Lávate bien las manos antes de empezar.""",16,Recetario_Anemia_pagina_1-20.pdf.pdf,https://drive.google.com/file/d/11OWnLf7qt8FNNHhJaFEe7r--2ecETElO/view?usp=drive_link
ANMI-0126,Alimentos (Hierro Animal),Bofe (Importancia),"bofe, pulmon, res, bueno, hierro","""🥗 El bofe (pulmón de res) también es un alimento de origen animal que nos da *hierro*. Aporta 2.0 mg de hierro por cada 2 cucharadas. Es una buena opción para variar las preparaciones de la semana.""","""Recuerda que esta información es educativa y no reemplaza la consulta con un profesional de la salud.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0127,Alimentos (Hierro Animal),Pescado (Importancia),"pescado, oscura, bonito, carne, darle, bebe, hierro","""🥗 El pescado es un gran alimento. Los pescados de carne oscura (como el bonito, jurel o la anchoveta) son los que más *hierro* tienen. El bonito, por ejemplo, aporta 2.6 mg de hierro por cada 2 cucharadas.""","""Asegúrate de que el pescado esté muy fresco y cocínalo bien. Quítale todas las espinas con mucho cuidado.""",24,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0128,Alimentos (Hierro Animal),Carnes Rojas (Importancia),"carne, roja, res, bebe, carnes","""🥗 Las carnes rojas (como la carne de res) también son una fuente excelente de *hierro* 'hem', el que se absorbe mejor. Puedes incluirlas en las papillas, bien cocidas y aplastadas o licuadas.""","""La carne de res aporta 1.0 mg de hierro por cada 2 cucharadas.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0129,Alimentos (Hierro Animal),Riñón (Importancia),"rinon, bueno, darle, bebe, hierro","""🥗 El riñón (de res) es otra víscera que aporta *hierro*. Es una buena opción para variar el menú de la semana. Aporta 2.0 mg de hierro por cada 2 cucharadas.""","""Consulta en tu centro de salud por recetas que incluyan riñón, sangrecita e hígado.""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0130,Alimentos (Hierro Animal),Charqui (Importancia),"charqui, bueno, anemia, hierro","""🥗 El charqui (carne seca) de res o de llama es una buena fuente de *hierro* concentrado. Aporta 3.7 mg (res) o 1.97 mg (llama) por cada 2 cucharadas. Puede ser una gran opción en zonas donde es difícil conseguir carne fresca.""","""Asegúrate de prepararlo de forma adecuada para tu bebé (remojado y cocido, luego deshilachado o molido).""",33,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0131,Alimentos (Hierro Animal),Pollo (Importancia),"pollo, carne, darle, bebe, hierro","""🥗 El pollo es nutritivo y una buena fuente de proteínas. La carne de pollo tiene menos *hierro* que las carnes rojas o las vísceras, pero sigue siendo una buena opción para la dieta del bebé.""","""Para combatir la anemia, es mejor priorizar las carnes rojas y, sobre todo, la sangrecita, el bazo y el hígado.""",24,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0132,Alimentos (Hierro Animal),Huevo (Importancia),"huevo, bueno, darle, bebe, hierro","""🥗 El huevo, especialmente la yema, es un buen alimento y aporta algo de *hierro*. Es una buena fuente de proteína y fácil de preparar para el bebé (sancochado y aplastado).""","""Aunque el huevo ayuda, no tiene tanto hierro como la sangrecita o el hígado.""",24,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0133,Alimentos (Hierro Vegetal),"Menestras (Lentejas, etc.)","frijoles, menestras, lentejas, bebe, etc","""🥗 Las menestras (lentejas, frijoles, garbanzos, habas) son alimentos muy buenos y tienen *hierro*. Sin embargo, el hierro que tienen es 'No Hem' (vegetal) y al cuerpo le cuesta más trabajo absorberlo.""","""Son un gran complemento en la dieta, pero no deben ser la única fuente de hierro. Lo ideal es priorizar el hierro animal (carnes, vísceras).""",32,Resolucion_Ministerial_n_251_2024_MINSA.pdf,https://drive.google.com/file/d/1hZSXK8y7sbgNLRXKrxErAFSkjh8kfkW0/view?usp=drive_link
ANMI-0134,Alimentos (Hierro Vegetal),Verduras Verdes,"acelga, espinaca, verdes, verduras, anemia","""🥗 Las verduras de hoja verde oscuro, como la espinaca y la acelga, son saludables y tienen vitaminas, pero aportan poco *hierro*. Además, el hierro que tienen es 'No Hem' (vegetal), que es difícil de absorber.""","""Inclúyelas en la dieta por sus vitaminas, pero no confíes en ellas como la fuente principal para prevenir la anemia.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0135,Alimentos (Hierro Vegetal),Harinas Fortificadas,"harina, fortificada, fortificados, fortificado, arroz, alimentos","""🥗 Algunos alimentos como la harina de trigo o el arroz vienen 'fortificados'. Esto significa que la industria les ha añadido *hierro* y otras vitaminas para hacerlos más nutritivos.""","""Estos alimentos ayudan a sumar hierro a la dieta de toda la familia.""",142,Informe_Del_Seminario_La_Anemia_Infantil_En_El_Peru.pdf,https://drive.google.com/file/d/1GyYqcls4ZVrQlhs0_t7HuxM1MT-2sNwH/view?usp=drive_link
ANMI-0136,Absorción (Facilitadores),Vitamina C (Qué es),"vitamina, hierro, ascorbico, ayuda, absorber, acido","""🍊 La *Vitamina C* (o ácido ascórbico) es la mejor amiga del *hierro vegetal*. Ayuda a que tu cuerpo pueda 'capturar' y absorber mucho mejor el hierro que viene de las menestras (lentejas, frijoles) y verduras.""","""Una gran estrategia es acompañar tus menestras con un refresco de limonada o una fruta cítrica.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0137,Absorción (Facilitadores),Vitamina C (Ejemplos),"vitamina, ejemplos, citricos, alimentos","""🍊 Encuentras *Vitamina C* en frutas y verduras, especialmente en los cítricos como la naranja, mandarina, limón, y también en el tomate o el brócoli.""","""Media naranja o medio limón en tu refresco es suficiente para ayudar a la absorción del hierro en esa comida.""",12,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0138,Absorción (Facilitadores),Vitamina C (Cuándo),"naranja, jugo, lentejas, vitamina, tomar","""🍊 La *Vitamina C* debe consumirse en la misma comida que el alimento con *hierro vegetal*. Por ejemplo, si almuerzas lentejas, tómate tu refresco de limonada en ese momento.""","""Si tomas el jugo en la mañana y comes las lentejas en la tarde, no funciona. Debe ser junto.""",17,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0139,Absorción (Facilitadores),Vitamina C (Inhibidores),"vitamina, taninos, ayuda, siempre","""🍊 La *Vitamina C* es tan buena que incluso puede ayudar a cancelar el efecto malo de algunos 'inhibidores' (como los taninos del té o los fitatos de los cereales). Por eso es tan recomendada.""","""Esta información es educativa. Sigue siempre las indicaciones de tu centro de salud.""",13,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0140,Absorción (Facilitadores),Factor Cárnico,"carne, factor, carnico, menestras, lentejas, comer","""🍊 Hay algo llamado el 'factor cárnico'. Significa que comer carnes (rojas, pollo o pescado) al mismo tiempo que comes menestras o verduras, ayuda a que el *hierro* de esos vegetales se absorba mucho mejor.""","""Por eso, un plato de 'lentejitas con su pescado frito' o 'trigo con carne' es una combinación muy nutritiva.""",13,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
ANMI-0141,Absorción (Facilitadores),Huevo y Leche,"ayuda, absorber, huevo, leche","""🍊 No. El 'factor cárnico' es específico de las carnes, pollo y pescado. El huevo y la leche, aunque son de origen animal, no tienen este efecto de ayudar a absorber el *hierro vegetal*.""","""De hecho, la leche (por el calcio) puede disminuir la absorción del hierro si se toman juntos.""",13,Recomendaciones para la prevención y el tratamiento de la deficiencia de hierro.pdf,https://drive.google.com/file/d/123N-iO-jF5GRCPCRPBIClJ9QHPlXh0AI/view?usp=drive_link
